token,name,province_or_state,city,district,address,business_hour,phone,email,website,wechat,has_test_flight,has_trade_in,has_repair,channel_type,store_type,google_lat,google_lng,baidu_lat,baidu_lng
A0400380,哈尔滨西城红场授权体验店,黑龙江省,哈尔滨市,南岗区,哈尔滨市南岗区哈西大街299号西城红场艺术港F1CB016,9:30~21:30,18346047918,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E5%8E%86%E9%A2%96%EF%BC%88%E5%93%88%E5%B0%94%E6%BB%A8%E8%A5%BF%E5%9F%8E%E7%BA%A2%E5%9C%BA%E5%BA%97%EF%BC%89-20230116113300.png,True,True,False,ARS,6,45.704908,126.593696,45.704908,126.593696
A0700039,重庆比蓝邹容广场照材店,重庆市,重庆市,渝中区,重庆市渝中区临江路69号邹容广场A座,9:00-18:00,023-63006963,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/F54C93EB-8DE5-9D2E-C3EC-0C45150C32E4-20230823104457.png,True,True,False,New type of lighting material,7,29.565209,106.579406,29.565209,106.579406
A0400260,惠州华贸授权体验店,广东省,惠州市,惠城区,广东省惠州市惠城区文昌一路9号华贸天地L1-1132号,"周日~周四10:00~22:00 ,周五周六10:00~22:30",13112666718,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_7-20251103194810.png,True,True,False,ARS,6,23.102304,114.415288,23.102304,114.415288
60036741,深圳天河城授权体验店,广东省,深圳市,罗湖区,深圳市罗湖区太白路与晓风路交叉口东北120米天河城购物中心1F110,周一-周四：10:00-22:00 周五-周六：10:00-22:30 周日：10:00-22:00,"0755-22320857,13392898197",zhangzhicheng@hengweixin.com.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B7%B1%E5%9C%B3%E5%A4%A9%E6%B2%B3%E5%9F%8E-20251020175309.png,True,True,False,ARS,6,22.57752,114.13461,22.57752,114.13461
60000563,遵义国贸授权体验店,贵州省,遵义市,汇川区,贵州省遵义市汇川区珠海路国贸春天百货购物中心一楼,10:00-22:00,0851-27569879,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%81%B5%E4%B9%89%E5%9B%BD%E8%B4%B8-20230418210958.png,True,True,False,ARS,6,27.731401,106.926305,27.731401,106.926305
A0400223,银川建发阅彩城授权体验店,宁夏回族自治区,银川市,金凤区,宁夏回族自治区银川市金凤区正源北街277号阅彩城一层115A号,10:00~22:00,13369583356,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250626200133.png,True,True,False,ARS,6,38.520319,106.262939,38.520319,106.262939
A400357,长春欧亚商都授权体验店,吉林省,长春市,朝阳区,长春市朝阳区工农大路1128号欧亚商都1FA 座新区 C104号,9:30-20:30,18543206590,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1861_06-20251010181122.png,True,True,False,ARS,6,22.57591,113.94042,22.57591,113.94042
60000482,昆明南亚第壹城授权体验店,云南省,昆明市,西山区,云南省昆明市滇池路569号南亚风情·第壹城A1-F1-01号,周日—周四：10:00-22:00 周五—周六：10:00-22:30,15912166310,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%98%86%E6%98%8E%E5%8D%97%E4%BA%9A%E7%AC%AC%E4%B8%80%E5%9F%8E%E4%BC%81%E5%BE%AE-20230216213745.png,True,True,False,ARS,6,25.015823,102.689934,25.015823,102.689934
A0500160,怀化星影人民路照材店,湖南省,怀化市,鹤城区,湖南省怀化市鹤城区迎丰中路162号怀化大疆授权体验店,周一到周日 8:30-18:0,"17774531968,17167722821,19918559568",549574172@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/4-20250324154355.png,True,True,False,New type of lighting material,7,27.554079,109.96942,27.554079,109.96942
60020561,广西玉林万达授权体验专区,广西壮族自治区,玉林市,玉州区,广西壮族自治区玉林市玉州区金玉路338号玉林万达广场1楼1078号,10:00-22:00,19978916174,286539952@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_231_06-20250122161536.jpeg,True,True,False,ARS,7,22.641821,110.186882,22.641821,110.186882
60001003,DJI 大疆|哈苏 南京IFC概念店,江苏省,南京市,建邺区,南京市建邺区江东中路351号国金中心G14号东侧沿街,10:00-22:00,025-58087586,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_0-20250430113506.png,True,True,False,ARS,5,31.594551,118.43327,31.594551,118.43327
A0400303,宁波万象城授权体验店,浙江省,宁波市,江北区,浙江省宁波市江北区清河路265号宁波万象城L1层187铺位,10:00~22:00,0574-8300 5835,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%AE%81%E6%B3%A2%E4%B8%87%E8%B1%A1%E5%9F%8E%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240109174617.png,True,True,False,ARS,6,29.898221,121.554,29.898221,121.554
60026451,西宁力盟商业街照材店,青海省,西宁市,城西区,青海省西宁市城西区力盟商业街37号楼20-011,10:00-21:00,"18997239016,18621145311",1061133729@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250516185933.png,True,True,False,New type of lighting material,7,36.3746,101.4527,36.3746,101.4527
A0300019,成都大悦城授权高级体验店,四川省,成都市,武侯区,四川省成都市武侯区大悦路518号1楼065号,"周一至周四：10:00~22:00,周五至周日：10:00~22:30",19180719190，028-87792837,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E6%9D%A8%E6%B5%A9%EF%BC%88%E6%88%90%E9%83%BD%E5%A4%A7%E6%82%A6%E5%9F%8E%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97%E5%BA%97%E9%95%BF%EF%BC%89-20230115124121.png,True,True,False,ARS,6,30.627894,104.007549,30.627894,104.007549
60035968,贵阳小河万科广场授权体验店,贵州省,贵阳市,花溪区,贵州省贵阳市经济技术开发区贵阳大都会万科广场一楼108,周一至周天10:00-22:00,18096185514,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250916142025.png,True,True,False,ARS,6,26.522028,106.711724,26.522028,106.711724
A0400324,沈阳皇城恒隆授权体验店,辽宁省,沈阳市,沈河区,沈阳市沈河区中街路128号皇城恒隆广场一层157-1,10:00~22:00,15940170226,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B2%88%E9%98%B3-20240923212141.png,True,True,False,ARS,6,41.8025,123.45463,41.8025,123.45463
A0500129,温州镜观飞霞南路照材店,浙江省,温州市,鹿城区,浙江省温州市鹿城区飞霞南路国际豪庭1栋105-106室,09:00-21:00,18958789789,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B8%A9%E5%B7%9E%E9%95%9C%E8%A7%82-20240809143112.jpg,True,True,False,New type of lighting material,7,28.001306,120.66724,28.001306,120.66724
A0400256,海口友谊阳光城授权体验店,海南省,海口市,龙华区,海南省海口市龙华区金龙路2号友谊阳光城1层1022号商铺,"周日~周四10:00~22:30,周五和周六10:00~23:00",19907667725,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B5%B7%E5%8F%A3%E5%8F%8B%E8%B0%8A%E9%98%B3%E5%85%89-20240927164127.jpeg,True,True,False,ARS,6,20.024099,110.324011,20.024099,110.324011
60011970,揭阳普宁万泰汇授权体验店,广东省,揭阳市,普宁市,广东省揭阳市普宁市流沙北街道万泰汇购物中心一楼A045/046号铺,10:00-22:00,17718821350,1220043124@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_629_06-20250410200321.jpeg,True,True,False,ARS,6,23.3124,116.1624,23.3124,116.1624
60001012,西安 CityOn 熙地港高级授权体验店,陕西省,西安市,未央区,西安市未央区CityOn熙地港(西安)购物中心L1-007＆L2-006,周一至周日： 10:00-22:00,18192129527,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%A5%BF%E5%AE%89cityon-20240709122337.png,True,True,False,ARS,6,34.344013,108.952622,34.344013,108.952622
A400312,海口万象城授权体验店,海南省,海口市,龙华区,海南省海口市龙华区金贸东路海口万象城 一楼L129店铺,周一到周四和周日是10：00-22：00，周五周六10：00-22：30,13379995978,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/222-20231120115359.png,True,True,False,ARS,6,20.026692,110.315081,20.026692,110.315081
60000679,南京仙林金鹰授权体验店,江苏省,南京市,栖霞区,江苏省南京市栖霞区学海路1号金鹰湖滨天地F1001-2,10:00-22:00,025-83115003/13906104006,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_750_04-20250430113743.png,True,True,False,ARS,6,32.100172,118.923293,32.100172,118.923293
60000690,成都西宸天街授权体验店,四川省,成都市,金牛区,四川省成都市金牛区花照壁西顺街399号首开龙湖西宸天街购物中心L1-37,10：00-22：00,028-87359787,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_832_06-20241204163648.png,True,True,False,ARS,6,30.697642,104.030713,30.697642,104.030713
60032041,呼和浩特万象城授权体验店,内蒙古自治区,呼和浩特市,玉泉区,内蒙古自治区呼和浩特市玉泉区大学西街70号1楼L143,10:00-22:00,19975674050,845445300@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250630120639.png,True,True,False,ARS,6,40.805004,111.675214,40.805004,111.675214
60015386,苏州诚品书店授权体验专区,江苏省,苏州市,工业园区,苏州市工业园区月廊街八号诚品书店 2F L263,周一至周日10：00-22：00,"0512-63065571,15150273739",1219504808@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20251027151409.png,True,True,False,New type of lighting material,7,31.32717,120.716858,31.32717,120.716858
A0400383,西安赛格国际购物中心授权体验店,陕西省,西安市,雁塔区,陕西省西安市雁塔区小寨路街道长安中路赛格国际购物中心2层2c028,10:00~22:00,18909205659,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%A5%BF%E5%AE%89%E8%B5%9B%E6%A0%BC-20240709121032.png,True,True,False,ARS,6,34.229979,108.953911,34.229979,108.953911
A0800258,广州艺联大沙头二马路照材店,广东省,广州市,越秀区,广州市越秀区大沙头二马路24号盛贤摄影器材城C区一楼0407铺,9:30~18:30,020-83753331/17666660610,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%B9%BF%E5%B7%9E%E8%89%BA%E8%81%94-%E9%99%88%E4%BB%B2%E7%A7%8B-20230308122509.png,True,False,False,New type of lighting material,7,23.114371,113.283536,23.114371,113.283536
60011971,湛江鼎盛广场授权体验专区,广东省,湛江市,霞山区,广东省湛江市霞山区人民大道南112号鼎盛广场中庭,10:00-22:00,18923322371,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_281_06-20250217144729.jpeg,True,True,False,ARS,7,21.216802,110.408537,21.216802,110.408537
A400358,丽水银泰城授权体验店,浙江省,丽水市,莲都区,浙江省丽水市莲都区银泰城L1007,10:00-22:00,0578-2121601,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%BD%E6%B0%B4%E9%93%B6%E6%B3%B0%E5%9F%8E%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240109175406.png,True,True,False,ARS,6,28.438154,119.926141,28.438154,119.926141
A0100088,北京天诺马连道照材店,北京市,北京市,西城区,北京市西城区马连道摄影城4层北02店,9:00~18:00,15010000679,yuwenlu@tn166.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/7-20241115172222.png,True,True,False,New type of lighting material,7,39.889654,116.332384,39.889654,116.332384
A0400258,成都世豪广场授权体验店,四川省,成都市,武侯区,四川省成都市高新区天府二街998号世豪广场1F-C117号,周一至周日10:00~22:00,"18381003994,028-61556172",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_7-20250507150636.jpeg,True,True,False,ARS,6,30.550745,104.045431,30.550745,104.045431
A1000547,深圳深鸿华强电子世界照材售点,广东省,深圳市,福田区,深圳市福田区华强北路华强电子世界深圳二店三楼H3B066,09:30~18:40,0755-82564001；13510258009,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/GTScreenshot_20231110_185426-20231110185433.png,True,True,False,New type of lighting material,7,22.545264,114.08648,22.545264,114.08648
A0400285,镇江八佰伴授权体验店,江苏省,镇江市,京口区,镇江市京口区中山东路288号八佰伴1F层1555号,"周日~周四10:00~21:30,周五~周六10:00~22:00",17314600578,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E5%91%A8%E6%95%8F%EF%BC%88%E9%95%87%E6%B1%9F%E5%A4%A7%E7%96%86%E5%85%AB%E4%BD%B0%E4%BC%B4%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97%EF%BC%89-20230115124918.png,True,True,False,ARS,6,32.204871,119.449742,32.204871,119.449742
A1000720,昆明新世界佰腾数码广场照材店,云南省,昆明市,五华区,云南省昆明市佰腾数码广场A座105,9:30~18:00,13759558828,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%98%86%E6%98%8E%E6%96%B0%E4%B8%96%E7%95%8C-%E7%8E%8B%E4%B8%83%E5%BC%98-20230309113010.png,True,True,False,New type of lighting material,7,25.057562,102.70609,25.057562,102.70609
60037312,孝感万达授权体验店,湖北省,孝感市,孝南区,湖北省孝感市孝南区孝武大道路特1号孝感星河天街万达广场1F层1008号商铺,10:00-22:00,13135640201,504982102@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%BD%99%E8%B7%AF%E8%B7%AF-20251117142536.png,True,True,False,ARS,6,30.901226,113.956413,30.901226,113.956413
A0400241,佛山金铂天地授权体验店,广东省,佛山市,南海区,广东省佛山市南海区建设大道33号金铂天地一楼162铺大疆体验店,营业时间：周一到周四，10：00—22：00；周五到周六，10：00—22：30,13316087456,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%87%91%E6%B3%8A-20240621213250.png,True,True,False,ARS,6,23.141909,113.199843,23.141909,113.199843
60037071,益阳万达授权体验店,湖南省,益阳市,赫山区,湖南省益阳市赫山区益阳大道与罗溪路交汇处益阳赫山万达广场1A026,周天-周四10:00-22:00，周五-周六10:00-22:30,"0737-6670605,17363765255",1027369709@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BC%A0%E9%8B%86%E7%84%95-20251029184559.png,True,True,False,ARS,6,28.571165,112.380989,28.571165,112.380989
60036261,大连亿合城开发区授权体验店,辽宁省,大连市,金州区,辽宁省大连市金州区马桥子街道金马路208号亿合城一层KYF1011,9：30-21：30,13654117500,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20250926143805.png,True,True,False,ARS,6,39.04826,121.78184,39.04826,121.78184
60000993,哈苏成都太古里授权体验店,四川省,成都市,锦江区,四川省成都市锦江区中纱帽街8号成都远洋太古里一层1241商铺,10:00-22:00,15198197863,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_833_06-20241204163836.png,True,True,False,ARS,15,30.653266,104.082785,30.653266,104.082785
60037204,兰州城关万达授权体验店,甘肃省,兰州市,城关区,甘肃省兰州市城关区天水北路68号兰州城关万达广场1F1036 DJI大疆店铺,10:00-22:00(夏季) ，10:00-21:30(冬季),18809446318,18809446318@139.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%88%98%E6%97%B8-20251107114014.png,True,True,False,ARS,6,36.05,103.82,36.05,103.82
A0400334,烟台万象汇授权体验店,山东省,烟台市,莱山区,山东省烟台市莱山区观海路228号烟台万象汇1层L173,"周日~周四10:00~22:00,周五周六10:00~22:30",0535-6776728,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E7%83%9F%E5%8F%B0%E4%BC%81%E4%B8%9A%E5%BE%AE%E4%BF%A1%E4%BA%8C%E7%BB%B4%E7%A0%81-20230420191234.jpg,True,True,False,ARS,6,37.475838,121.44753,37.475838,121.44753
A0400388,DJI 大疆|哈苏 青岛海信广场概念店,山东省,青岛市,市南区,山东省青岛市市南区澳门路117号海信广场B1层102220,"周日~周四10:00~21:30,周五周六10:00~22:00",17657198756,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B5%B7%E4%BF%A1-20240701232956.png,True,True,False,ARS,5,36.061168,120.395806,36.061168,120.395806
60026316,九江快乐城授权体验店,江西省,九江市,浔阳区,江西省九江市浔阳区京九路九江快乐城1F-020-02,周一至周日10:00-22:00,18720141069,1713145337@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_302_06-20250214115242.png,True,True,False,ARS,6,29.707596,115.977127,29.707596,115.977127
A0400351,呼和浩特摩尔城授权体验店,内蒙古自治区,呼和浩特市,赛罕区,内蒙古自治区呼和浩特市赛罕区摩尔城A座一层F01017X商铺,9:30~21:30,15247170607,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E7%BB%B4%E5%A4%9A%E5%88%A9%E6%91%A9%E5%B0%94%E5%9F%8E%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240317212249.jpeg,True,True,False,ARS,6,40.831304,111.710212,40.831304,111.710212
A1000307,南京惠盟锦创书城照材店,江苏省,南京市,玄武区,南京市玄武区珠江路699号锦创书城一楼A-1-7号,周一至周日9:00~20:00,18851048372,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_394_06-20250303170233.png,True,True,False,New type of lighting material,7,32.035567,118.793423,32.035567,118.793423
60016606,喀什东城万达授权体验店,新疆维吾尔自治区,喀什地区,喀什市,喀什市多来特巴格路与新城南路交汇处喀什万达广场1F-1051号,11:00-22:00,"18129119896,0998-2880800",320232404@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%96%80%E4%BB%80-20240926203216.png,True,True,False,ARS,6,39.454267,76.036193,39.454267,76.036193
60020578,咸阳奥通人民路售点,陕西省,咸阳市,秦都区,陕西省咸阳市秦都区人民路人民广场新华大厦一楼5号铺,10:00-21:00,029-33310921,26740013@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250305195656.png,True,True,False,New type of lighting material,7,34.3433,108.71983,34.3433,108.71983
60020871,上海疆湖百脑汇照材店,上海市,上海市,徐汇区,上海市徐汇区漕溪北路339号百脑汇1楼1B04B大疆专卖店,10:00-22:00,18616898910,285872915@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250106144357.png,True,True,False,New type of lighting material,7,31.197001,121.444653,31.197001,121.444653
A1000442,成都梵木创艺区售点,四川省,成都市,龙泉驿区,成都市东洪路666号梵木创艺园D区401,10:00-19:00,15828391575,459922208@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%88%90%E9%83%BD%E6%A2%B5%E6%9C%A8%E5%88%9B%E8%89%BA%E5%8C%BA%E5%94%AE%E7%82%B9-20240913194249.png,True,True,False,New type of lighting material,7,30.628232,104.156862,30.628232,104.156862
A0400069,大庆百脑汇专营店,黑龙江省,大庆市,萨尔图区,纬七路25号百脑汇1D16,9:00~17:30,15845827797,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/image%20%E4%BA%8C%E7%BB%B4%E7%A0%81-20251119184547.png,True,True,False,New type of lighting material,7,46.604489,125.118016,46.604489,125.118016
A0400062,哈尔滨汇丰红军街照材店,黑龙江省,哈尔滨市,南岗区,哈尔滨市南岗区红军街124号汇丰照相机,9:00~18:00,13936246317,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B1%87%E4%B8%B0-%E6%9D%8E%E5%BF%A0%E4%B8%80-20230309114302.png,True,True,False,New type of lighting material,7,45.760117,126.636463,45.760117,126.636463
60036007,扬州京华城金鹰授权体验店,江苏省,扬州市,邗江区,江苏省扬州市邗江区京华城路168号京华城1楼(DJI大疆),周一至周日10:00-22:00,17368381311,372254154@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250918170842.png,True,True,False,ARS,6,32.391377,119.380726,32.391377,119.380726
60000483,昆明顺城购物中心授权高级体验店,云南省,昆明市,五华区,昆明市五华区东风西路顺城购物中心B1-100（五一路地铁口B出口）,周日—周四：10:00-22:00 周五—周六：10:00-22:30,0871-65875738,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%98%86%E6%98%8E%E9%A1%BA%E5%9F%8E%E4%BC%81%E5%BE%AE-20230216212809.png,True,True,False,ARS,6,25.042721,102.713721,25.042721,102.713721
A1000440,石河子夕阳红街专营店,新疆维吾尔自治区,新疆维吾尔自治区,石河子市,新疆石河子市向阳街道1小区北环路（夕阳红西街)13-5号,周一至周日10:30-19:30,"0993-2090993,13649993333",983533456@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/7-20250324154628.png,True,True,False,New type of lighting material,7,44.302918,86.034238,44.302918,86.034238
60011974,济南高新万达授权体验店,山东省,济南市,历下区,济南市历下区工业南路57号高新万达广场1F层1033号,9:30-22:00,18653167398,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B5%8E%E5%8D%97%E4%B8%87%E8%BE%BE-20240531193709.png,True,True,False,ARS,6,36.685636,117.128473,36.685636,117.128473
60002666,西安荟聚授权体验店,陕西省,西安市,雁塔区,"""陕西省西安市雁塔区沈家桥一路与西部大道交叉口东北角西安荟聚商场01A011商铺 """,10:00-22:00,17765099321,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%A5%BF%E5%AE%89%E5%AE%9C%E5%AE%B6%E8%8D%9F%E8%81%9A-20240709123459.png,True,True,False,ARS,6,34.1728,108.9007,34.1728,108.9007
A0400205,广州K11授权体验店,广东省,广州市,天河区,广州市天河区珠江东路6号广州K11购物艺术中心B210,10:00~22:00,18024005865,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_538_06-20250325184828.png,True,True,False,ARS,6,23.126998,113.332625,23.126998,113.332625
A1000521,长春杨明数码百脑汇照材店,吉林省,长春市,朝阳区,吉林省长春市朝阳区工农大路1313号百脑汇1楼1C08,周一至周日9：00-17：50,"18644977880,15543102537",783589245@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250430112304.png,True,True,False,New type of lighting material,7,43.8682,125.3007,43.8682,125.3007
AD101071,深圳卓悦中心授权高级体验店,广东省,深圳市,福田区,深圳市福田区福田街道岗厦社区福华路348号卓悦中心1栋BD层B158号商铺,"周日~周四:10:00~22:00   
周五~周六:10:00~22:30","19926418248,0755-88304158",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1473_06-20250902113306.jpeg,True,True,False,ARS,6,22.571476,114.059497,22.571476,114.059497
A400334,南昌万象城授权体验店,江西省,南昌市,南昌县,江西省南昌市红谷滩区学府大道388号万象城商业中心负一楼B143商铺,10:00~22:00,13018935832,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1434_06-20250829160135.png,True,True,False,ARS,6,28.679319,115.960931,28.679319,115.960931
A400396,成都仁和新城授权体验店,四川省,成都市,武侯区,成都市高新区府城大道西段505号仁和新城1F-135号,周一至周日10:30~22:00,"17358539190,028-83377876",,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_577_06-20250331161903.png,True,True,False,ARS,6,30.588148,104.053141,30.588148,104.053141
60000794,成都迪比特A世界6楼照材店,四川省,成都市,武侯区,武侯区A世界资讯广场6楼6012,9:30-22:00,028-68687221;13679000666,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/GTScreenshot_20231123_151637-20231123151650.png,True,True,False,New type of lighting material,7,30.639833,104.073997,30.639833,104.073997
A0400294,重庆光环购物公园授权体验店,重庆市,重庆市,城口县,重庆市两江新区湖彩路118号约克郡光环购物公园C馆LG-06b,10:00~22:00,023-60367151,,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%99%88%E5%85%83%E5%9D%A4-%E9%87%8D%E5%BA%86%E5%85%89%E7%8E%AF%E5%BA%97-20230115120930.png,True,True,False,ARS,6,29.653771,106.531583,29.653771,106.531583
60036465,上海闵行龙湖天街授权体验店,上海市,上海市,闵行区,上海市闵行区剑川路1000弄龙湖天街A-1F-49号,周一至周日10：00-22：00,13127834003,wangping@mc2.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250928120503.png,True,True,False,ARS,6,31.03,121.42,31.03,121.42
60023540,上海长宁来福士授权体验专区,上海市,上海市,长宁区,上海市长宁区长宁路1189号来福士广场商场东区一层中岛(E) 01-K6,周一至周日10：00-22：00,18069139929,shihaoyu@mc2.cn,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_797_06-20241203202203.png,True,True,False,ARS,7,31.22,121.41,31.22,121.41
A0400076,郴州锐飞人民中路照材店,湖南省,郴州市,北湖区,湖南省郴州市北湖区人民中路111-112号,周一到周日 9:00-21:00,"13170353888,18670292828,13873566998",49993708@qq.com,,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250414144013.png,True,True,False,New type of lighting material,13,25.795589,113.031724,25.795589,113.031724
